Chain,Park,Name,Height,Speed,Length,Inversions,URL
Six Flags,La Ronde,Vampire,105.0,50.0,2700.2,5,https://rcdb.com/1567.htm
Six Flags,La Ronde,Ednör - L'Attaque,109.3,49.7,2260.5,5,https://rcdb.com/8662.htm
Six Flags,La Ronde,Toboggan Nordique,41.0,11.2,885.8,0,https://rcdb.com/2245.htm
Six Flags,La Ronde,Boomerang,116.5,47.0,935.0,3,https://rcdb.com/187.htm
Six Flags,La Ronde,Monstre,130.9,59.7,3996.1,0,https://rcdb.com/186.htm
Six Flags,La Ronde,Dragon,,,,0,https://rcdb.com/190.htm
Six Flags,La Ronde,Goliath,174.8,68.3,4038.8,0,https://rcdb.com/3385.htm
Six Flags,La Ronde,Marche du Mille-pattes,,,,0,https://rcdb.com/191.htm
Six Flags,Frontier City,Silver Bullet,80.0,47.8,1942.0,1,https://rcdb.com/153.htm
Six Flags,Frontier City,Frankie's Mine Train,,,262.5,0,https://rcdb.com/16589.htm
Six Flags,Frontier City,Wildcat,75.0,46.0,2653.0,0,https://rcdb.com/155.htm
Six Flags,Frontier City,Diamondback,56.0,45.0,635.0,1,https://rcdb.com/586.htm
Six Flags,Frontier City,Steel Lasso,49.0,30.0,967.8,0,https://rcdb.com/4191.htm
Six Flags,Six Flags Mexico,Superman Krypton Coaster,27.9,21.7,679.1,0,https://rcdb.com/359.htm
Six Flags,Six Flags Mexico,Wonder Woman,120.0,38.0,1019.0,0,https://rcdb.com/15460.htm
Six Flags,Six Flags Mexico,Dark Knight,,,1213.0,0,https://rcdb.com/4320.htm
Six Flags,Six Flags Mexico,Batgirl Batarang,116.5,47.0,935.0,3,https://rcdb.com/580.htm
Six Flags,Six Flags Mexico,Joker,53.0,31.0,1351.0,0,https://rcdb.com/10972.htm
Six Flags,Six Flags Mexico,Medusa Steel Coaster,98.0,58.0,3000.0,3,https://rcdb.com/11664.htm
Six Flags,Six Flags Mexico,Batman The Ride,109.3,49.7,2260.5,5,https://rcdb.com/639.htm
Six Flags,Six Flags Mexico,Superman el Último Escape,219.8,74.6,5577.4,0,https://rcdb.com/2829.htm
Six Flags,Six Flags Mexico,Tsunami,26.3,22.4,1181.1,0,https://rcdb.com/358.htm
Six Flags,Six Flags Mexico,Speedway Stunt Coaster,,,,0,https://rcdb.com/22244.htm
Legoland,Legoland California,Dragon,140.091868,28.5,1246.7,0,https://rcdb.com/554.htm
Legoland,Legoland California,Technic Coaster,51.8,35.0,1312.3,0,https://rcdb.com/1144.htm
Legoland,Legoland California,Coastersaurus,18.1,20.5,492.2,0,https://rcdb.com/2614.htm
Legoland,Legoland Florida,Coastersaurus,40.0,32.0,1365.0,0,https://rcdb.com/2746.htm
Legoland,Legoland Florida,Dragon,42.7,28.5,1496.1,0,https://rcdb.com/2737.htm
Legoland,Legoland Florida,Great Lego Race,51.8,35.0,1312.3,0,https://rcdb.com/9526.htm
Legoland,Legoland New York,Dragon's Apprentice,13.1,,262.5,0,https://rcdb.com/17779.htm
Legoland,Legoland New York,Dragon,,,,0,https://rcdb.com/14430.htm
Legoland,Legoland Billund,Dragen,,,,0,https://rcdb.com/1475.htm
Legoland,Legoland Billund,Flying Eagle,36.1,28.6,921.9,0,https://rcdb.com/15488.htm
Legoland,Legoland Billund,Polar X-plorer,62.3,40.4,1633.8,0,https://rcdb.com/10214.htm
Legoland,Legoland Billund,X-treme Racers,51.8,35.0,1312.3,0,https://rcdb.com/1634.htm
Legoland,Legoland Deutschland,Das Große LEGO Rennen,51.8,35.0,1312.3,0,https://rcdb.com/1462.htm
Legoland,Legoland Deutschland,Drachenjagd,18.1,20.5,492.2,0,https://rcdb.com/1683.htm
Legoland,Legoland Deutschland,Feuerdrache,52.5,35.1,1476.4,0,https://rcdb.com/1476.htm
Legoland,Legoland Deutschland,Maximus - Der Flug des Wächters,55.8,33.6,1499.3,2,https://rcdb.com/19912.htm
Legoland,Legoland Dubai,Dragon's Apprentice,,,,0,https://rcdb.com/13663.htm
Legoland,Legoland Dubai,Dragon,52.5,37.3,,0,https://rcdb.com/13463.htm
Legoland,Legoland Windsor,Dragon / ザ・ドラゴン,,35.4,,0,https://rcdb.com/13645.htm
Legoland,Legoland Windsor,Dragon's Apprentice / ドラゴン・アプレンティス,,,,0,https://rcdb.com/13842.htm
Legoland,Legoland Malaysia,Dragon's Apprentice,,,,0,https://rcdb.com/9578.htm
Legoland,Legoland Malaysia,Great Lego Race,,,,0,https://rcdb.com/10365.htm
Legoland,Legoland Malaysia,Dragon,,,,0,https://rcdb.com/9577.htm
Legoland,Legoland Korea,Dragon,,,,0,https://rcdb.com/12559.htm
Legoland,Legoland Korea,Masters of Spinjitzu / 스핀짓주 마스터,,,,0,https://rcdb.com/21756.htm
Legoland,Legoland Shanghai,Dragon's Apprentice / 小龙飞车,,,,0,https://rcdb.com/22205.htm
Legoland,Legoland Shanghai,Big LEGO Coaster / 乐高大飞车,,,,0,https://rcdb.com/22055.htm
Legoland,Legoland Shanghai,Dragon / 飞龙过山车,52.5,37.3,,0,https://rcdb.com/21321.htm
Merlin,Alton Towers,Runaway Mine Train,36.08924,22.4,1000.0,0,https://rcdb.com/800.htm
Merlin,Alton Towers,Nemesis Reborn,42.6,50.0,2349.0,4,https://rcdb.com/776.htm
Merlin,Alton Towers,Spinball Whizzer,55.8,37.28226,1476.4,0,https://rcdb.com/2472.htm
Merlin,Alton Towers,Smiler,98.4252,52.8,3838.6,14,https://rcdb.com/11062.htm
Merlin,Alton Towers,Th13teen,65.6,41.6,2480.3,0,https://rcdb.com/4463.htm
Merlin,Alton Towers,Rita,68.8,61.1,2099.7,0,https://rcdb.com/2787.htm
Merlin,Alton Towers,Wicker Man,,,65.6168,0,https://rcdb.com/15029.htm
Merlin,Alton Towers,Oblivion,65.0,68.0,1222.0,0,https://rcdb.com/777.htm
Merlin,Alton Towers,Galactica,65.6,46.6,2755.9,2,https://rcdb.com/1458.htm
Merlin,Alton Towers,Octonauts Rollercoaster Adventure,22.0,18.6,469.2,0,https://rcdb.com/12592.htm
Merlin,Chessington World of Adventures,Dragon's Fury,50.8,,1706.0,0,https://rcdb.com/2410.htm
Merlin,Chessington World of Adventures,Vampire,68.89764,45.0,2200.0,0,https://rcdb.com/784.htm
Merlin,Chessington World of Adventures,Rattlesnake,49.3,28.0,1213.9,0,https://rcdb.com/785.htm
Merlin,Chessington World of Adventures,Mandrill Mayhem,65.6,44.7,1246.7,1,https://rcdb.com/20349.htm
Merlin,Heide Park Resort,Desert Race,62.3,63.4,2132.5,0,https://rcdb.com/3617.htm
Merlin,Heide Park Resort,Bobbahn,88.6,32.9,3248.0,0,https://rcdb.com/984.htm
Merlin,Heide Park Resort,Big Loop,98.4,39.2,2316.3,4,https://rcdb.com/986.htm
Merlin,Heide Park Resort,Colossos - Kampf der Giganten,164.0,68.4,4409.4,0,https://rcdb.com/988.htm
Merlin,Heide Park Resort,Grottenblitz,19.7,28.0,1213.8,0,https://rcdb.com/985.htm
Merlin,Heide Park Resort,Indy-Blitz,14.8,18.6,413.4,0,https://rcdb.com/4146.htm
Merlin,Heide Park Resort,Toxic Garden,109.3,49.7,2260.5,5,https://rcdb.com/987.htm
Merlin,Heide Park Resort,Krake,134.5,64.0,1561.7,1,https://rcdb.com/9097.htm
Merlin,Heide Park Resort,Flug der Dämonen,131.2,62.1,2532.8,5,https://rcdb.com/6667.htm
Merlin,Gardaland,Ortobruco Tour,,,,0,https://rcdb.com/963.htm
Merlin,Gardaland,Oblivion - The Black Hole,139.4,62.1,1856.9,2,https://rcdb.com/12050.htm
Merlin,Gardaland,Shaman,98.4,43.5,2460.6,4,https://rcdb.com/962.htm
Merlin,Gardaland,Blue Tornado,109.3,49.7,2509.8,5,https://rcdb.com/961.htm
Merlin,Gardaland,Raptor,108.3,55.9,2526.3,3,https://rcdb.com/9309.htm
Merlin,Gardaland,Mammut,45.9,31.1,3264.4,0,https://rcdb.com/3689.htm
Merlin,Gardaland,Dragon Rush,45.9,24.9,,0,https://rcdb.com/13726.htm
Merlin,Thorpe Park,Stealth,205.1,80.0,1312.3,0,https://rcdb.com/3081.htm
Merlin,Thorpe Park,Nemesis Inferno,95.2,47.8,2460.7,4,https://rcdb.com/1747.htm
Merlin,Thorpe Park,Flying Fish,20.7,18.8,767.8,0,https://rcdb.com/847.htm
Merlin,Thorpe Park,Walking Dead - The Ride,41.7,27.7,1312.3,0,https://rcdb.com/846.htm
Merlin,Thorpe Park,Saw - The Ride,100.0,55.0,2362.0,3,https://rcdb.com/4162.htm
Merlin,Thorpe Park,Swarm,127.0,59.0,2543.0,4,https://rcdb.com/9820.htm
Merlin,Thorpe Park,Hyperia,236.0,80.0,3265.7,2,https://rcdb.com/20652.htm
Merlin,Thorpe Park,Colossus,98.4,44.7,2788.7,10,https://rcdb.com/1412.htm
Disney,Magic Kingdom,Barnstormer,30.0,25.0,794.0,0,https://rcdb.com/274.htm
Disney,Magic Kingdom,Space Mountain,90.0,27.0,3196.0,0,https://rcdb.com/267.htm
Disney,Magic Kingdom,Seven Dwarfs Mine Train,41.0,34.0,2001.3,0,https://rcdb.com/9720.htm
Disney,Magic Kingdom,TRON Lightcycle / Run,78.1,59.3,3169.3,0,https://rcdb.com/15286.htm
Disney,EPCOT,Guardians of the Galaxy: Cosmic Rewind,,60.3,5577.4,0,https://rcdb.com/15504.htm
Disney,Hollywood Studios,Rock 'n' Roller Coaster,80.0,57.0,3267.7,3,https://rcdb.com/560.htm
Disney,Hollywood Studios,Slinky Dog Dash,,,,0,https://rcdb.com/13377.htm
Disney,Animal Kingdom,Expedition Everest,112.0,50.0,3884.5,0,https://rcdb.com/2389.htm
Disney,Disneyland,Chip & Dale’s Gadget Coaster,27.9,21.7,679.1,0,https://rcdb.com/295.htm
Disney,Disneyland,Big Thunder Mountain Railroad,50.0,28.0,2671.0,0,https://rcdb.com/202.htm
Disney,Disneyland,Space Mountain,,32.0,3459.0,0,https://rcdb.com/201.htm
Disney,Disneyland,Matterhorn Bobsleds,80.0,27.0,2037.0,0,https://rcdb.com/200.htm
Disney,Disney California Adventure,Goofy's Sky School,,27.0,1200.0,0,https://rcdb.com/732.htm
Disney,Disney California Adventure,Incredicoaster,120.0,55.0,6072.0,1,https://rcdb.com/731.htm
Disney,Disneyland Paris,Indiana Jones et le Temple du Péril,,,1968.5,1,https://rcdb.com/957.htm
Disney,Disneyland Paris,Star Wars Hyperspace Mountain: Rebel Mission,105.0,44.0,2509.8,3,https://rcdb.com/959.htm
Disney,Disneyland Paris,Big Thunder Mountain,72.2,40.4,3953.4,0,https://rcdb.com/956.htm
Disney,Disneyland Paris,"Casey Jr., Le Petit Train du Cirque",,,984.3,0,https://rcdb.com/1835.htm
Disney,Disneyland Paris - Walt Disney Studios Park,Crush's Coaster,,,,0,https://rcdb.com/3306.htm
Disney,Disneyland Paris - Walt Disney Studios Park,Avengers Assemble: Flight Force,80.0,57.0,3267.7,3,https://rcdb.com/1444.htm
Disney,Disneyland Paris - Walt Disney Studios Park,RC Racer,82.0,,269.0,0,https://rcdb.com/1170.htm
Disney,Tokyo Disneyland,Big Thunder Mountain / ビッグサンダー・マウンテン,,,,0,https://rcdb.com/1183.htm
Disney,Tokyo Disneyland,Gadget's Go Coaster / ガジェットのゴーコースター,27.9,21.7,679.1,0,https://rcdb.com/1184.htm
Disney,Tokyo DisneySea,Flounder's Flying Fish Coaster / フランダーのフライングフィッシュコースター,,20.0,787.0,0,https://rcdb.com/1501.htm
Disney,Tokyo DisneySea,Raging Spirits / レイジングスピリッツ,52.5,37.3,1968.5,1,https://rcdb.com/2424.htm
Disney,Shanghai Disneyland,Seven Dwarfs Mine Train / 七个小矮人矿山车,44.3,28.9,2001.3,0,https://rcdb.com/11646.htm
Disney,Shanghai Disneyland,TRON Lightcycle Power Run / 创极速光轮,78.1,59.3,3169.3,0,https://rcdb.com/6615.htm
Disney,Shanghai Disneyland,Rex's Racer / 抱抱龙冲天赛车,91.2,47.0,269.0,0,https://rcdb.com/15163.htm
Disney,Hong Kong Disneyland,Wandering Oaken’s Sliding Sleighs,,,977.7,0,https://rcdb.com/16343.htm
Disney,Hong Kong Disneyland,RC / 冲天遥控车,82.0,,269.0,0,https://rcdb.com/9667.htm
Disney,Hong Kong Disneyland,Hyperspace Mountain / 星战极速穿梭,100.0,,3773.0,0,https://rcdb.com/1975.htm
Disney,Hong Kong Disneyland,Big Grizzly Mountain Runaway Mine Cars / 灰熊山極速礦車,,34.8,3605.6,0,https://rcdb.com/9666.htm
Universal,Universal Studios Florida,Revenge of the Mummy,44.4,40.0,2200.0,0,https://rcdb.com/2232.htm
Universal,Universal Studios Florida,Harry Potter and the Escape from Gringotts,,,,0,https://rcdb.com/11887.htm
Universal,Universal Studios Florida,Trolls Trollercoaster,27.9,21.7,679.2,0,https://rcdb.com/563.htm
Universal,Islands of Adventure,VelociCoaster,155.0,70.0,4700.0,4,https://rcdb.com/6992.htm
Universal,Islands of Adventure,Flight of the Hippogriff,42.7,28.5,1099.1,0,https://rcdb.com/703.htm
Universal,Islands of Adventure,Pteranodon Flyers,,,,0,https://rcdb.com/559.htm
Universal,Islands of Adventure,Incredible Hulk,110.0,67.0,3700.0,7,https://rcdb.com/557.htm
Universal,Islands of Adventure,Hagrid's Magical Creatures Motorbike Adventure,65.0,50.0,5053.0,0,https://rcdb.com/15330.htm
Universal,Epic Universe,Stardust Racers,133.0,62.0,5000.0,1,https://rcdb.com/20549.htm
Universal,Epic Universe,Hiccup's Wing Gliders,,,,0,https://rcdb.com/20550.htm
Universal,Epic Universe,Mine-Cart Madness,,,,0,https://rcdb.com/21380.htm
Universal,Epic Universe,Curse of the Werewolf,,37.0,,0,https://rcdb.com/20551.htm
Universal,Universal Studios Hollywood,Flight of the Hippogriff,,,984.3,0,https://rcdb.com/12812.htm
Universal,Universal Studios Hollywood,Revenge of the Mummy the Ride,44.4,40.0,1906.0,0,https://rcdb.com/2464.htm
Universal,Universal Studios Singapore,Revenge of the Mummy,44.4,40.0,2200.0,0,https://rcdb.com/4327.htm
Universal,Universal Studios Singapore,Puss In Boots’ Giant Journey,56.8,24.9,1404.2,0,https://rcdb.com/12252.htm
Universal,Universal Studios Singapore,Battlestar Galactica,140.1,55.9,3185.7,5,https://rcdb.com/4328.htm
Universal,Universal Studios Singapore,Enchanted Airways,,,1099.1,0,https://rcdb.com/4326.htm
Universal,Universal Studios Singapore,Canopy Flyer,,,,0,https://rcdb.com/8606.htm
Universal,Universal Studios Japan,Hollywood Dream: The Ride / ハリウッド・ドリーム・ザ・ライド,144.3,55.9,3937.0,0,https://rcdb.com/3621.htm
Universal,Universal Studios Japan,Snoopy's Flying Ace Adventure / スヌーピーのフライング・エース・アドベンチャー,,,,0,https://rcdb.com/22973.htm
Universal,Universal Studios Japan,Flying Dinosaur / ザ・フライング・ダイナソー,150.9,62.1,3687.7,5,https://rcdb.com/12959.htm
Universal,Universal Studios Japan,Flight of the Hippogriff / フライト・オブ・ザ・ヒッポグリフ,,,1099.1,0,https://rcdb.com/11885.htm
Universal,Universal Studios Japan,Mine Cart Madness / ドンキーコングのクレイジー・トロッコ,,,,0,https://rcdb.com/19528.htm
Universal,Universal Studios Japan,Space Fantasy - The Ride: Club Zedd Remix,62.3,25.0,1919.3,0,https://rcdb.com/9034.htm
Universal,Universal Studios Beijing,Jurassic Flyers / 飞越侏罗纪,50.5,19.0,1958.7,0,https://rcdb.com/17288.htm
Universal,Universal Studios Beijing,Loop-Dee-Doop-Dee / 萌转过山车,31.2,21.1,761.2,0,https://rcdb.com/18734.htm
Universal,Universal Studios Beijing,Flight of the Hippogriff / 鹰马飞行,40.0,29.1,1017.1,0,https://rcdb.com/17463.htm
Universal,Universal Studios Beijing,Decepticoaster / 霸天虎过山车,121.7,63.8,4150.3,7,https://rcdb.com/17349.htm
United Parks,Busch Gardens Tampa,Kumba,143.0,60.0,3978.0,7,https://rcdb.com/94.htm
United Parks,Busch Gardens Tampa,Air Grover,,,,0,https://rcdb.com/8632.htm
United Parks,Busch Gardens Tampa,Cheetah Hunt,102.0,60.0,4429.0,1,https://rcdb.com/9456.htm
United Parks,Busch Gardens Tampa,Cobra's Curse,70.0,40.0,2100.0,0,https://rcdb.com/12781.htm
United Parks,Busch Gardens Tampa,Iron Gwazi,206.0,76.0,4075.0,2,https://rcdb.com/16985.htm
United Parks,Busch Gardens Tampa,Phoenix Rising,80.0,44.0,1831.0,0,https://rcdb.com/21221.htm
United Parks,Busch Gardens Tampa,Tigris,150.0,62.0,863.0,1,https://rcdb.com/16607.htm
United Parks,Busch Gardens Tampa,Montu,150.0,60.0,3983.0,7,https://rcdb.com/87.htm
United Parks,Busch Gardens Tampa,SheiKra,200.0,70.0,3188.0,1,https://rcdb.com/2662.htm
United Parks,Busch Gardens Williamsburg,Loch Ness Monster,130.0,60.0,3240.0,2,https://rcdb.com/110.htm
United Parks,Busch Gardens Williamsburg,Verbolten,88.0,53.0,2835.0,0,https://rcdb.com/9463.htm
United Parks,Busch Gardens Williamsburg,Big Bad Wolf: The Wolf’s Revenge,,40.0,2583.0,0,https://rcdb.com/22111.htm
United Parks,Busch Gardens Williamsburg,Apollo's Chariot,170.0,73.0,4882.0,0,https://rcdb.com/531.htm
United Parks,Busch Gardens Williamsburg,InvadR,51.0,48.0,2118.0,0,https://rcdb.com/8027.htm
United Parks,Busch Gardens Williamsburg,Alpengeist,195.0,67.0,3828.0,6,https://rcdb.com/277.htm
United Parks,Busch Gardens Williamsburg,Griffon,205.0,71.0,3108.0,2,https://rcdb.com/3631.htm
United Parks,Busch Gardens Williamsburg,Pantheon,178.0,73.0,3328.0,2,https://rcdb.com/16812.htm
United Parks,Busch Gardens Williamsburg,DarKoaster,37.0,36.0,1384.5,0,https://rcdb.com/7706.htm
United Parks,Busch Gardens Williamsburg,Grover's Alpine Express,24.0,,600.0,0,https://rcdb.com/4282.htm
United Parks,Busch Gardens Williamsburg,Tempesto,150.0,62.0,863.0,1,https://rcdb.com/12277.htm
United Parks,SeaWorld Orlando,Kraken,149.0,65.0,4177.0,7,https://rcdb.com/581.htm
United Parks,SeaWorld Orlando,Pipeline: The Surf Coaster,110.0,60.0,2950.0,1,https://rcdb.com/20042.htm
United Parks,SeaWorld Orlando,Penguin Trek,65.0,43.0,3020.0,0,https://rcdb.com/21034.htm
United Parks,SeaWorld Orlando,Ice Breaker,93.0,52.0,1900.0,0,https://rcdb.com/17420.htm
United Parks,SeaWorld Orlando,Super Grover's Box Car Derby,,,,0,https://rcdb.com/3340.htm
United Parks,SeaWorld Orlando,Journey to Atlantis,100.0,40.0,1800.0,0,https://rcdb.com/1904.htm
United Parks,SeaWorld Orlando,Manta,140.0,56.0,3359.0,4,https://rcdb.com/4190.htm
United Parks,SeaWorld Orlando,Mako,200.0,73.0,4760.0,0,https://rcdb.com/12758.htm
United Parks,SeaWorld San Antonio,Texas Stingray,96.0,55.0,3379.0,0,https://rcdb.com/17278.htm
United Parks,SeaWorld San Antonio,Wave Breaker: The Rescue Coaster,61.0,44.0,2600.0,0,https://rcdb.com/14302.htm
United Parks,SeaWorld San Antonio,Great White,108.0,50.0,2562.0,5,https://rcdb.com/278.htm
United Parks,SeaWorld San Antonio,Steel Eel,150.0,65.0,3700.0,0,https://rcdb.com/532.htm
United Parks,SeaWorld San Antonio,Beach Rescue Racer,,,1300.0,0,https://rcdb.com/21785.htm
United Parks,SeaWorld San Antonio,Journey to Atlantis,100.0,,,0,https://rcdb.com/3635.htm
United Parks,SeaWorld San Diego,Emperor,153.0,60.0,2411.0,3,https://rcdb.com/17030.htm
United Parks,SeaWorld San Diego,Manta,30.0,43.0,2800.0,0,https://rcdb.com/9819.htm
United Parks,SeaWorld San Diego,Arctic Rescue,30.0,40.0,2800.0,0,https://rcdb.com/20275.htm
United Parks,SeaWorld San Diego,Electric Eel,150.0,62.0,863.0,1,https://rcdb.com/14683.htm
United Parks,SeaWorld San Diego,Journey to Atlantis,95.0,42.0,,0,https://rcdb.com/2079.htm
Herschend,Adventureland,Phoenix,50.9,37.3,1410.8,0,https://rcdb.com/16885.htm
Herschend,Adventureland,Outlaw,67.0,48.0,2800.0,0,https://rcdb.com/214.htm
Herschend,Adventureland,Flying Viking,50.0,26.1,1312.3,0,https://rcdb.com/20336.htm
Herschend,Adventureland,Underground,15.0,,911.0,0,https://rcdb.com/215.htm
Herschend,Adventureland,Dragon Slayer,112.0,34.0,770.0,0,https://rcdb.com/18398.htm
Herschend,Adventureland,Tornado,93.0,58.0,2840.0,0,https://rcdb.com/212.htm
Herschend,Adventureland,Monster,133.0,65.0,2500.0,5,https://rcdb.com/12896.htm
Herschend,Dollywood,Mystery Mine,85.3,43.5,1804.5,2,https://rcdb.com/3609.htm
Herschend,Dollywood,Whistle Punk Chaser,,,,0,https://rcdb.com/14382.htm
Herschend,Dollywood,Blazing Fury,22.0,22.0,1520.0,0,https://rcdb.com/501.htm
Herschend,Dollywood,Big Bear Mountain,66.0,48.0,3990.0,0,https://rcdb.com/20328.htm
Herschend,Dollywood,Lightning Rod,80.0,73.0,3800.0,0,https://rcdb.com/13369.htm
Herschend,Dollywood,Dragonflier,,,1486.2,0,https://rcdb.com/16124.htm
Herschend,Dollywood,Wild Eagle,210.0,61.0,3127.0,4,https://rcdb.com/10148.htm
Herschend,Dollywood,Thunderhead,100.4,53.7,3230.0,0,https://rcdb.com/2451.htm
Herschend,Dollywood,FireChaser Express,78.0,34.5,2427.0,0,https://rcdb.com/6691.htm
Herschend,Dollywood,Tennessee Tornado,163.0,63.0,2682.0,3,https://rcdb.com/534.htm
Herschend,Kennywood,Racer,72.5,40.0,4500.0,0,https://rcdb.com/121.htm
Herschend,Kennywood,Sky Rocket,95.0,50.0,2100.0,3,https://rcdb.com/8612.htm
Herschend,Kennywood,Jack Rabbit,40.0,45.0,2132.0,0,https://rcdb.com/120.htm
Herschend,Kennywood,Thunderbolt,70.0,55.0,3250.0,0,https://rcdb.com/122.htm
Herschend,Kennywood,Exterminator,42.7,29.1,1377.9,0,https://rcdb.com/538.htm
Herschend,Kennywood,Phantom's Revenge,160.0,85.0,3200.0,0,https://rcdb.com/123.htm
Herschend,Kennywood,Steel Curtain,220.0,75.0,4000.0,8,https://rcdb.com/16479.htm
Herschend,Kennywood,Lil' Phantom,,,,0,https://rcdb.com/426.htm
Herschend,Kentucky Kingdom,Lightning Run,,55.0,2500.0,0,https://rcdb.com/7982.htm
Herschend,Kentucky Kingdom,Woodland Run,90.0,53.0,2850.0,0,https://rcdb.com/173.htm
Herschend,Kentucky Kingdom,Hollyhock and Roll,27.9,21.7,679.1,0,https://rcdb.com/172.htm
Herschend,Kentucky Kingdom,Kentucky Flyer,47.0,35.0,1288.0,0,https://rcdb.com/16676.htm
Herschend,Kentucky Kingdom,Wind Chaser,100.0,52.0,2744.0,2,https://rcdb.com/12941.htm
Herschend,Lake Compounce,Zoomerang,116.5,47.0,935.0,3,https://rcdb.com/432.htm
Herschend,Lake Compounce,Wildcat,85.0,48.0,2746.0,0,https://rcdb.com/420.htm
Herschend,Lake Compounce,Boulder Dash,110.0,60.0,4725.0,0,https://rcdb.com/602.htm
Herschend,Lake Compounce,Phobia Phear Coaster,150.0,62.0,863.0,1,https://rcdb.com/12897.htm
Herschend,Lake Compounce,Kiddie Coaster,,,,0,https://rcdb.com/603.htm
Herschend,Silver Dollar City,Powder Keg: A Blast in the Wilderness,98.0,64.0,3506.0,0,https://rcdb.com/1903.htm
Herschend,Silver Dollar City,Time Traveler,100.0,50.3,3020.0,3,https://rcdb.com/15168.htm
Herschend,Silver Dollar City,Outlaw Run,107.0,68.0,2937.0,3,https://rcdb.com/10582.htm
Herschend,Silver Dollar City,Wildfire,120.0,66.0,3073.0,5,https://rcdb.com/720.htm
Herschend,Silver Dollar City,Thunderation,81.0,48.0,3022.0,0,https://rcdb.com/220.htm
Herschend,Silver Dollar City,Grand Exposition Coaster,13.0,20.0,262.0,0,https://rcdb.com/3401.htm
Herschend,Silver Dollar City,Fire In The Hole,,26.0,1512.0,0,https://rcdb.com/21093.htm
Herschend,Wild Adventures,Twisted Typhoon,109.3,49.7,2260.5,5,https://rcdb.com/561.htm
Herschend,Wild Adventures,Swamp Thing,48.6,26.0,1122.0,0,https://rcdb.com/1572.htm
Herschend,Wild Adventures,Swampwater Snake,8.0,,262.0,0,https://rcdb.com/16612.htm
Herschend,Wild Adventures,Boomerang,116.5,47.0,935.0,3,https://rcdb.com/500.htm
Herschend,Wild Adventures,Marsh Mayhem,49.3,28.0,1213.9,0,https://rcdb.com/707.htm
Herschend,Wild Adventures,Outpost Express,27.9,21.7,679.1,0,https://rcdb.com/706.htm
Parques Reunidos,Bobbejaanland,Oki Doki,53.5,36.0,1430.4,0,https://rcdb.com/2228.htm
Parques Reunidos,Bobbejaanland,Typhoon,84.3,49.7,2198.2,4,https://rcdb.com/2229.htm
Parques Reunidos,Bobbejaanland,Naga Bay,55.8,34.2,1410.8,0,https://rcdb.com/9331.htm
Parques Reunidos,Bobbejaanland,Dreamcatcher,82.0,,1968.5,0,https://rcdb.com/915.htm
Parques Reunidos,Bobbejaanland,Bob Express,32.8,22.4,1709.3,0,https://rcdb.com/919.htm
Parques Reunidos,Bobbejaanland,Speedy Bob,45.9,28.0,1213.9,0,https://rcdb.com/2557.htm
Parques Reunidos,Bobbejaanland,Revolution,60.8,31.1,2362.2,0,https://rcdb.com/917.htm
Parques Reunidos,Bobbejaanland,Fury,141.1,66.2,1968.5,2,https://rcdb.com/16110.htm
Parques Reunidos,MoviePark Germany,Iron Claw,109.3,49.7,2260.5,5,https://rcdb.com/969.htm
Parques Reunidos,MoviePark Germany,Jimmy Neutron's Atomic Flyer,42.7,,967.8,0,https://rcdb.com/3675.htm
Parques Reunidos,MoviePark Germany,Bandit,91.2,49.7,3605.7,0,https://rcdb.com/967.htm
Parques Reunidos,MoviePark Germany,Studio Tour,39.4,37.3,1745.4,0,https://rcdb.com/18666.htm
Parques Reunidos,MoviePark Germany,Backyardigans: Mission to Mars,27.9,21.7,679.1,0,https://rcdb.com/968.htm
Parques Reunidos,MoviePark Germany,Van Helsing's Factory,26.3,22.4,1312.3,0,https://rcdb.com/9539.htm
Parques Reunidos,MoviePark Germany,Ghost Chasers,45.9,28.0,1213.9,0,https://rcdb.com/966.htm
Parques Reunidos,MoviePark Germany,Star Trek: Operation Enterprise,131.2336,55.9,2362.2,3,https://rcdb.com/13796.htm
Parques Reunidos,Mirabilandia,Rexplorer,,21.8,820.3,0,https://rcdb.com/768.htm
Parques Reunidos,Mirabilandia,Master Thai,,,,0,https://rcdb.com/9481.htm
Parques Reunidos,Mirabilandia,Gold Digger,47.6,,1183.4,0,https://rcdb.com/765.htm
Parques Reunidos,Mirabilandia,PAW Patrol To The Rescue,19.7,21.3,442.9,0,https://rcdb.com/2981.htm
Parques Reunidos,Mirabilandia,iSpeed,180.4,68.4,3215.2,2,https://rcdb.com/4147.htm
Parques Reunidos,Mirabilandia,Divertical,164.0,59.0,2516.4,0,https://rcdb.com/10393.htm
Parques Reunidos,Mirabilandia,Desmo Race,72.2,49.7,1722.4,0,https://rcdb.com/15717.htm
Parques Reunidos,Mirabilandia,Cowabunga Carts,,,,0,https://rcdb.com/21928.htm
Parques Reunidos,Mirabilandia,Katun,164.0,64.6,3937.0,6,https://rcdb.com/764.htm
Parques Reunidos,Parque de Atracciones,Tornado,98.0,49.7,2624.7,3,https://rcdb.com/1101.htm
Parques Reunidos,Parque de Atracciones,Paw Patrol: Patrulla Canina,13.0,,262.5,0,https://rcdb.com/3848.htm
Parques Reunidos,Parque de Atracciones,Abismo,151.6,65.2,1476.4,2,https://rcdb.com/3185.htm
